iteration,train_loss,consensus_error,comm_volume,test_acc,test_acc_min,test_acc_max,test_acc_std
86,0.0,0.14318685233592987,533918826,12.195,8.5,20.5,3.6793307815416645
87,0.0,0.2293851673603058,540055824,12.195,8.5,20.5,3.6793307815416645
88,0.0,0.1742938905954361,546192822,12.195,8.5,20.5,3.6793307815416645
89,0.0,0.1938852071762085,552329820,12.195,8.5,20.5,3.6793307815416645
90,0.0,0.15023569762706757,558466818,12.195,8.5,20.5,3.6793307815416645
91,0.0,0.1516682207584381,564603816,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
92,0.0,0.15152187645435333,570740814,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
93,0.0,0.2654116749763489,576877812,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
94,0.0,0.17789849638938904,583014810,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
95,0.0,0.17593590915203094,589151808,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
96,0.0,0.16599439084529877,595288806,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
97,0.0,0.1539085954427719,601425804,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
98,0.0,0.1466739922761917,607562802,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
99,0.0,0.24883584678173065,613699800,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
100,0.0,0.2125958949327469,619836798,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
101,0.0,0.2265598028898239,625973796,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
102,0.0,0.1450474113225937,632110794,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
103,0.0,0.16693080961704254,638247792,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
104,0.0,0.14795638620853424,644384790,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
105,0.0,0.21131391823291779,650521788,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
106,0.0,0.1939382255077362,656658786,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
107,0.0,0.27834469079971313,662795784,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
108,0.0,0.15112937986850739,668932782,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
109,0.0,0.1807202249765396,675069780,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
110,0.0,0.12956605851650238,681206778,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
111,0.0,0.20870672166347504,687343776,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
112,0.0,0.13924558460712433,693480774,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
113,0.0,0.29207539558410645,699617772,17.759999999999998,10.100000000000001,25.4,3.9262450254664443
114,0.0,0.1526997834444046,705754770,16.654999999999998,9.4,31.3,5.786577140244482
115,0.0,0.20965634286403656,711891768,16.654999999999998,9.4,31.3,5.786577140244482
116,0.0,0.1551303118467331,718028766,16.654999999999998,9.4,31.3,5.786577140244482
117,0.0,0.1932559460401535,724165764,16.654999999999998,9.4,31.3,5.786577140244482
118,0.0,0.14561977982521057,730302762,16.654999999999998,9.4,31.3,5.786577140244482
119,0.0,0.26076599955558777,736439760,16.654999999999998,9.4,31.3,5.786577140244482
120,0.0,0.1778227537870407,742576758,16.654999999999998,9.4,31.3,5.786577140244482
121,0.0,0.21616141498088837,748713756,16.654999999999998,9.4,31.3,5.786577140244482
122,0.0,0.14948348701000214,754850754,16.654999999999998,9.4,31.3,5.786577140244482
123,0.0,0.18975037336349487,760987752,16.654999999999998,9.4,31.3,5.786577140244482
124,0.0,0.1390259563922882,767124750,16.654999999999998,9.4,31.3,5.786577140244482
125,0.0,0.23095272481441498,773261748,16.654999999999998,9.4,31.3,5.786577140244482
126,0.0,0.18146736919879913,779398746,16.654999999999998,9.4,31.3,5.786577140244482
127,0.0,0.25875794887542725,785535744,16.654999999999998,9.4,31.3,5.786577140244482
128,0.0,0.16783703863620758,791672742,16.654999999999998,9.4,31.3,5.786577140244482
129,0.0,0.2255219668149948,797809740,16.654999999999998,9.4,31.3,5.786577140244482
130,0.0,0.14017200469970703,803946738,16.654999999999998,9.4,31.3,5.786577140244482
131,0.0,0.21151888370513916,810083736,16.654999999999998,9.4,31.3,5.786577140244482
132,0.0,0.1491062492132187,816220734,16.654999999999998,9.4,31.3,5.786577140244482
133,0.0,0.22051870822906494,822357732,16.654999999999998,9.4,31.3,5.786577140244482
134,0.0,0.1897313892841339,828494730,16.654999999999998,9.4,31.3,5.786577140244482
135,0.0,0.2891065776348114,834631728,16.654999999999998,9.4,31.3,5.786577140244482
136,0.0,0.17632533609867096,840768726,16.654999999999998,9.4,31.3,5.786577140244482
137,0.0,0.22241747379302979,846905724,23.734999999999996,13.5,47.0,7.789497737338397
138,0.0,0.16826431453227997,853042722,23.734999999999996,13.5,47.0,7.789497737338397
139,0.0,0.20537856221199036,859179720,23.734999999999996,13.5,47.0,7.789497737338397
140,0.0,0.16745325922966003,865316718,23.734999999999996,13.5,47.0,7.789497737338397
141,0.0,0.21330170333385468,871453716,23.734999999999996,13.5,47.0,7.789497737338397
142,0.0,0.17168544232845306,877590714,23.734999999999996,13.5,47.0,7.789497737338397
143,0.0,0.23080900311470032,883727712,23.734999999999996,13.5,47.0,7.789497737338397
144,0.0,0.1697392761707306,889864710,23.734999999999996,13.5,47.0,7.789497737338397
145,0.0,0.21265189349651337,896001708,23.734999999999996,13.5,47.0,7.789497737338397
146,0.0,0.17384852468967438,902138706,23.734999999999996,13.5,47.0,7.789497737338397
147,0.0,0.21773438155651093,908275704,23.734999999999996,13.5,47.0,7.789497737338397
148,0.0,0.1637975424528122,914412702,23.734999999999996,13.5,47.0,7.789497737338397
149,0.0,0.26100456714630127,920549700,23.734999999999996,13.5,47.0,7.789497737338397
150,0.0,0.16196739673614502,926686698,23.734999999999996,13.5,47.0,7.789497737338397
151,0.0,0.19872815907001495,932823696,23.734999999999996,13.5,47.0,7.789497737338397
152,0.0,0.1489238739013672,938960694,23.734999999999996,13.5,47.0,7.789497737338397
153,0.0,0.21454349160194397,945097692,23.734999999999996,13.5,47.0,7.789497737338397
154,0.0,0.1658145636320114,951234690,23.734999999999996,13.5,47.0,7.789497737338397
155,0.0,0.24681702256202698,957371688,23.734999999999996,13.5,47.0,7.789497737338397
156,0.0,0.1734084039926529,963508686,23.734999999999996,13.5,47.0,7.789497737338397
157,0.0,0.20870272815227509,969645684,23.734999999999996,13.5,47.0,7.789497737338397
158,0.0,0.1645047664642334,975782682,23.734999999999996,13.5,47.0,7.789497737338397
159,0.0,0.21994557976722717,981919680,23.734999999999996,13.5,47.0,7.789497737338397
160,0.0,0.15814469754695892,988056678,28.025,10.7,44.4,9.096805758066948
161,0.0,0.22262834012508392,994193676,28.025,10.7,44.4,9.096805758066948
162,0.0,0.15383873879909515,1000330674,28.025,10.7,44.4,9.096805758066948
163,0.0,0.20390908420085907,1006467672,28.025,10.7,44.4,9.096805758066948
164,0.0,0.16810955107212067,1012604670,28.025,10.7,44.4,9.096805758066948
165,0.0,0.23811569809913635,1018741668,28.025,10.7,44.4,9.096805758066948
166,0.0,0.1709057092666626,1024878666,28.025,10.7,44.4,9.096805758066948
167,0.0,0.19259998202323914,1031015664,28.025,10.7,44.4,9.096805758066948
168,0.0,0.14453552663326263,1037152662,28.025,10.7,44.4,9.096805758066948
169,0.0,0.2079920768737793,1043289660,28.025,10.7,44.4,9.096805758066948
170,0.0,0.1726284772157669,1049426658,28.025,10.7,44.4,9.096805758066948
171,0.0,0.2676531970500946,1055563656,28.025,10.7,44.4,9.096805758066948
172,0.0,0.18718060851097107,1061700654,28.025,10.7,44.4,9.096805758066948
173,0.0,0.1997145116329193,1067837652,28.025,10.7,44.4,9.096805758066948
174,0.0,0.16137857735157013,1073974650,28.025,10.7,44.4,9.096805758066948
175,0.0,0.20408356189727783,1080111648,28.025,10.7,44.4,9.096805758066948
176,0.0,0.1867832988500595,1086248646,28.025,10.7,44.4,9.096805758066948
177,0.0,0.22951452434062958,1092385644,28.025,10.7,44.4,9.096805758066948
178,0.0,0.18149027228355408,1098522642,28.025,10.7,44.4,9.096805758066948
179,0.0,0.2037748396396637,1104659640,28.025,10.7,44.4,9.096805758066948
180,0.0,0.1546029895544052,1110796638,28.025,10.7,44.4,9.096805758066948
181,0.0,0.20997928082942963,1116933636,28.025,10.7,44.4,9.096805758066948
182,0.0,0.18890319764614105,1123070634,28.025,10.7,44.4,9.096805758066948
183,0.0,0.22490207850933075,1129207632,36.16499999999999,16.1,54.800000000000004,10.555911850711905
184,0.0,0.16472934186458588,1135344630,36.16499999999999,16.1,54.800000000000004,10.555911850711905
185,0.0,0.19639573991298676,1141481628,36.16499999999999,16.1,54.800000000000004,10.555911850711905
186,0.0,0.16885994374752045,1147618626,36.16499999999999,16.1,54.800000000000004,10.555911850711905
187,0.0,0.2295449823141098,1153755624,36.16499999999999,16.1,54.800000000000004,10.555911850711905
188,0.0,0.20300991833209991,1159892622,36.16499999999999,16.1,54.800000000000004,10.555911850711905
189,0.0,0.21784181892871857,1166029620,36.16499999999999,16.1,54.800000000000004,10.555911850711905
190,0.0,0.1654660999774933,1172166618,36.16499999999999,16.1,54.800000000000004,10.555911850711905
191,0.0,0.21548102796077728,1178303616,36.16499999999999,16.1,54.800000000000004,10.555911850711905
192,0.0,0.16211313009262085,1184440614,36.16499999999999,16.1,54.800000000000004,10.555911850711905
193,0.0,0.2136036902666092,1190577612,36.16499999999999,16.1,54.800000000000004,10.555911850711905
194,0.0,0.19255800545215607,1196714610,36.16499999999999,16.1,54.800000000000004,10.555911850711905
195,0.0,0.21845348179340363,1202851608,36.16499999999999,16.1,54.800000000000004,10.555911850711905
196,0.0,0.15480798482894897,1208988606,36.16499999999999,16.1,54.800000000000004,10.555911850711905
197,0.0,0.22777250409126282,1215125604,36.16499999999999,16.1,54.800000000000004,10.555911850711905
198,0.0,0.15806983411312103,1221262602,36.16499999999999,16.1,54.800000000000004,10.555911850711905
199,0.0,0.1976938396692276,1227399600,36.16499999999999,16.1,54.800000000000004,10.555911850711905
200,0.0,0.1660979837179184,1233536598,36.16499999999999,16.1,54.800000000000004,10.555911850711905
201,0.0,0.22952070832252502,1239673596,36.16499999999999,16.1,54.800000000000004,10.555911850711905
202,0.0,0.17259930074214935,1245810594,36.16499999999999,16.1,54.800000000000004,10.555911850711905
203,0.0,0.20963013172149658,1251947592,36.16499999999999,16.1,54.800000000000004,10.555911850711905
204,0.0,0.1580924242734909,1258084590,36.16499999999999,16.1,54.800000000000004,10.555911850711905
205,0.0,0.2008884698152542,1264221588,36.16499999999999,16.1,54.800000000000004,10.555911850711905
206,0.0,0.1694311499595642,1270358586,41.584999999999994,20.8,61.3,13.401950417756366
207,0.0,0.23168881237506866,1276495584,41.584999999999994,20.8,61.3,13.401950417756366
208,0.0,0.17468543350696564,1282632582,41.584999999999994,20.8,61.3,13.401950417756366
209,0.0,0.2285201996564865,1288769580,41.584999999999994,20.8,61.3,13.401950417756366
210,0.0,0.17290543019771576,1294906578,41.584999999999994,20.8,61.3,13.401950417756366
211,0.0,0.22546517848968506,1301043576,41.584999999999994,20.8,61.3,13.401950417756366
212,0.0,0.16604378819465637,1307180574,41.584999999999994,20.8,61.3,13.401950417756366
213,0.0,0.22818060219287872,1313317572,41.584999999999994,20.8,61.3,13.401950417756366
214,0.0,0.17299310863018036,1319454570,41.584999999999994,20.8,61.3,13.401950417756366
215,0.0,0.21943028271198273,1325591568,41.584999999999994,20.8,61.3,13.401950417756366
216,0.0,0.15108563005924225,1331728566,41.584999999999994,20.8,61.3,13.401950417756366
217,0.0,0.2070191204547882,1337865564,41.584999999999994,20.8,61.3,13.401950417756366
218,0.0,0.1370467096567154,1344002562,41.584999999999994,20.8,61.3,13.401950417756366
219,0.0,0.22435720264911652,1350139560,41.584999999999994,20.8,61.3,13.401950417756366
220,0.0,0.19242826104164124,1356276558,41.584999999999994,20.8,61.3,13.401950417756366
221,0.0,0.2739638388156891,1362413556,41.584999999999994,20.8,61.3,13.401950417756366
222,0.0,0.163697749376297,1368550554,41.584999999999994,20.8,61.3,13.401950417756366
223,0.0,0.19091174006462097,1374687552,41.584999999999994,20.8,61.3,13.401950417756366
224,0.0,0.13961386680603027,1380824550,41.584999999999994,20.8,61.3,13.401950417756366
225,0.0,0.20106422901153564,1386961548,41.584999999999994,20.8,61.3,13.401950417756366
226,0.0,0.16452312469482422,1393098546,41.584999999999994,20.8,61.3,13.401950417756366
227,0.0,0.20505347847938538,1399235544,41.584999999999994,20.8,61.3,13.401950417756366
228,0.0,0.15143190324306488,1405372542,41.584999999999994,20.8,61.3,13.401950417756366
229,0.0,0.20134900510311127,1411509540,50.690000000000005,23.400000000000002,65.9,10.171130713937366
230,0.0,0.1586669385433197,1417646538,50.690000000000005,23.400000000000002,65.9,10.171130713937366
231,0.0,0.2198799103498459,1423783536,50.690000000000005,23.400000000000002,65.9,10.171130713937366
232,0.0,0.16411174833774567,1429920534,50.690000000000005,23.400000000000002,65.9,10.171130713937366
233,0.0,0.23032231628894806,1436057532,50.690000000000005,23.400000000000002,65.9,10.171130713937366
234,0.0,0.1690124273300171,1442194530,50.690000000000005,23.400000000000002,65.9,10.171130713937366
235,0.0,0.21782639622688293,1448331528,50.690000000000005,23.400000000000002,65.9,10.171130713937366
236,0.0,0.149464413523674,1454468526,50.690000000000005,23.400000000000002,65.9,10.171130713937366
237,0.0,0.21504533290863037,1460605524,50.690000000000005,23.400000000000002,65.9,10.171130713937366
238,0.0,0.16224901378154755,1466742522,50.690000000000005,23.400000000000002,65.9,10.171130713937366
239,0.0,0.20597560703754425,1472879520,50.690000000000005,23.400000000000002,65.9,10.171130713937366
240,0.0,0.1516532450914383,1479016518,50.690000000000005,23.400000000000002,65.9,10.171130713937366
241,0.0,0.20819060504436493,1485153516,50.690000000000005,23.400000000000002,65.9,10.171130713937366
242,0.0,0.15718784928321838,1491290514,50.690000000000005,23.400000000000002,65.9,10.171130713937366
243,0.0,0.2008468210697174,1497427512,50.690000000000005,23.400000000000002,65.9,10.171130713937366
244,0.0,0.14026038348674774,1503564510,50.690000000000005,23.400000000000002,65.9,10.171130713937366
245,0.0,0.19415941834449768,1509701508,50.690000000000005,23.400000000000002,65.9,10.171130713937366
246,0.0,0.13871675729751587,1515838506,50.690000000000005,23.400000000000002,65.9,10.171130713937366
247,0.0,0.17035304009914398,1521975504,50.690000000000005,23.400000000000002,65.9,10.171130713937366
248,0.0,0.13448654115200043,1528112502,50.690000000000005,23.400000000000002,65.9,10.171130713937366
249,0.0,0.20086100697517395,1534249500,50.690000000000005,23.400000000000002,65.9,10.171130713937366
250,0.0,0.1494082659482956,1540386498,50.690000000000005,23.400000000000002,65.9,10.171130713937366
251,0.0,0.20136307179927826,1546523496,50.690000000000005,23.400000000000002,65.9,10.171130713937366
252,0.0,0.14835403859615326,1552660494,52.31500000000001,15.6,72.6,13.313011492521142
253,0.0,0.18673770129680634,1558797492,52.31500000000001,15.6,72.6,13.313011492521142
254,0.0,0.13655076920986176,1564934490,52.31500000000001,15.6,72.6,13.313011492521142
255,0.0,0.2054738998413086,1571071488,52.31500000000001,15.6,72.6,13.313011492521142
256,0.0,0.14433033764362335,1577208486,52.31500000000001,15.6,72.6,13.313011492521142
257,0.0,0.21041546761989594,1583345484,52.31500000000001,15.6,72.6,13.313011492521142
258,0.0,0.16604797542095184,1589482482,52.31500000000001,15.6,72.6,13.313011492521142
259,0.0,0.19508376717567444,1595619480,52.31500000000001,15.6,72.6,13.313011492521142
260,0.0,0.14367257058620453,1601756478,52.31500000000001,15.6,72.6,13.313011492521142
261,0.0,0.18867729604244232,1607893476,52.31500000000001,15.6,72.6,13.313011492521142
262,0.0,0.12977497279644012,1614030474,52.31500000000001,15.6,72.6,13.313011492521142
263,0.0,0.21387846767902374,1620167472,52.31500000000001,15.6,72.6,13.313011492521142
264,0.0,0.1741398423910141,1626304470,52.31500000000001,15.6,72.6,13.313011492521142
265,0.0,0.200712189078331,1632441468,52.31500000000001,15.6,72.6,13.313011492521142
266,0.0,0.136930450797081,1638578466,52.31500000000001,15.6,72.6,13.313011492521142
267,0.0,0.18827638030052185,1644715464,52.31500000000001,15.6,72.6,13.313011492521142
268,0.0,0.14487092196941376,1650852462,52.31500000000001,15.6,72.6,13.313011492521142
269,0.0,0.19689594209194183,1656989460,52.31500000000001,15.6,72.6,13.313011492521142
270,0.0,0.14139419794082642,1663126458,52.31500000000001,15.6,72.6,13.313011492521142
271,0.0,0.1939176470041275,1669263456,52.31500000000001,15.6,72.6,13.313011492521142
272,0.0,0.15689745545387268,1675400454,52.31500000000001,15.6,72.6,13.313011492521142
273,0.0,0.21564607322216034,1681537452,52.31500000000001,15.6,72.6,13.313011492521142
274,0.0,0.17351393401622772,1687674450,52.31500000000001,15.6,72.6,13.313011492521142
275,0.0,0.23096194863319397,1693811448,65.69000000000003,38.2,76.5,8.683772221793935
276,0.0,0.13177889585494995,1699948446,65.69000000000003,38.2,76.5,8.683772221793935
277,0.0,0.1693410575389862,1706085444,65.69000000000003,38.2,76.5,8.683772221793935
278,0.0,0.1319563239812851,1712222442,65.69000000000003,38.2,76.5,8.683772221793935
279,0.0,0.1580643653869629,1718359440,65.69000000000003,38.2,76.5,8.683772221793935
280,0.0,0.17851394414901733,1724496438,65.69000000000003,38.2,76.5,8.683772221793935
281,0.0,0.18169951438903809,1730633436,65.69000000000003,38.2,76.5,8.683772221793935
282,0.0,0.15188781917095184,1736770434,65.69000000000003,38.2,76.5,8.683772221793935
283,0.0,0.14297161996364594,1742907432,65.69000000000003,38.2,76.5,8.683772221793935
284,0.0,0.1542728990316391,1749044430,65.69000000000003,38.2,76.5,8.683772221793935
285,0.0,0.15357555449008942,1755181428,65.69000000000003,38.2,76.5,8.683772221793935
286,0.0,0.15718497335910797,1761318426,65.69000000000003,38.2,76.5,8.683772221793935
287,0.0,0.16536563634872437,1767455424,65.69000000000003,38.2,76.5,8.683772221793935
288,0.0,0.16613207757472992,1773592422,65.69000000000003,38.2,76.5,8.683772221793935
289,0.0,0.13188819587230682,1779729420,65.69000000000003,38.2,76.5,8.683772221793935
290,0.0,0.13071873784065247,1785866418,65.69000000000003,38.2,76.5,8.683772221793935
291,0.0,0.1358407884836197,1792003416,65.69000000000003,38.2,76.5,8.683772221793935
292,0.0,0.180886372923851,1798140414,65.69000000000003,38.2,76.5,8.683772221793935
293,0.0,0.16584515571594238,1804277412,65.69000000000003,38.2,76.5,8.683772221793935
294,0.0,0.12053928524255753,1810414410,65.69000000000003,38.2,76.5,8.683772221793935
295,0.0,0.12939119338989258,1816551408,65.69000000000003,38.2,76.5,8.683772221793935
296,0.0,0.1208198070526123,1822688406,65.69000000000003,38.2,76.5,8.683772221793935
297,0.0,0.1406102478504181,1828825404,65.69000000000003,38.2,76.5,8.683772221793935
298,0.0,0.10695432871580124,1834962402,64.67500000000001,32.6,81.89999999999999,13.137118215194684
299,0.0,0.1374286264181137,1841099400,64.67500000000001,32.6,81.89999999999999,13.137118215194684
300,0.0,0.1532813310623169,1847236398,64.67500000000001,32.6,81.89999999999999,13.137118215194684
301,0.0,0.1689513772726059,1853373396,64.67500000000001,32.6,81.89999999999999,13.137118215194684
302,0.0,0.14753417670726776,1859510394,64.67500000000001,32.6,81.89999999999999,13.137118215194684
303,0.0,0.15685470402240753,1865647392,64.67500000000001,32.6,81.89999999999999,13.137118215194684
304,0.0,0.16561216115951538,1871784390,64.67500000000001,32.6,81.89999999999999,13.137118215194684
305,0.0,0.1544133424758911,1877921388,64.67500000000001,32.6,81.89999999999999,13.137118215194684
306,0.0,0.13640211522579193,1884058386,64.67500000000001,32.6,81.89999999999999,13.137118215194684
307,0.0,0.1437617987394333,1890195384,64.67500000000001,32.6,81.89999999999999,13.137118215194684
308,0.0,0.11047305911779404,1896332382,64.67500000000001,32.6,81.89999999999999,13.137118215194684
309,0.0,0.14326269924640656,1902469380,64.67500000000001,32.6,81.89999999999999,13.137118215194684
310,0.0,0.13051603734493256,1908606378,64.67500000000001,32.6,81.89999999999999,13.137118215194684
311,0.0,0.1349080502986908,1914743376,64.67500000000001,32.6,81.89999999999999,13.137118215194684
312,0.0,0.11024028062820435,1920880374,64.67500000000001,32.6,81.89999999999999,13.137118215194684
313,0.0,0.13736358284950256,1927017372,64.67500000000001,32.6,81.89999999999999,13.137118215194684
314,0.0,0.20559127628803253,1933154370,64.67500000000001,32.6,81.89999999999999,13.137118215194684
315,0.0,0.14551986753940582,1939291368,64.67500000000001,32.6,81.89999999999999,13.137118215194684
